RXN-13195	EC-2.1.1.256
RXN-15817	
RXN-13578	
RXN0-5244-yeast	
RXN-17759	
RXN-15860	
RXN-15597	
RXN-12647	
RXN-924	
RXN-17751	
RXN-15839	
RXN-15451	
MVHMETH-RXN	
SOXA-FDENIT-RXN	
RXN0-5263	
RXN-21238	
RXN-17661	
RXN-15834	
RXN-14451	
RXN1YI0-24	
RXN0-5259	
RXN-20075	
RXN-16330	
RXN-15828	
RXN-13582	
RXN0-6954	
RXN0-5254	
RXN-19019	
RXN-15953	
RXN-15825	
RXN-13579	
RXN0-6490	
RXN0-5245	
RXN-18581	
RXN-15861	
RXN-15764	
RXN-12648	
RXN0-5242	
RXN-17757	
RXN-15858	
RXN-15468	
REDUCEDFAD-RXN	
TRANS-RXN0-234	
RXN0-5265	
RXN-21272	
RXN-17662	
RXN-15835	
RXN-14962	
RXN66-541	
RXN0-5261	
RXN-20147	
RXN-16333	
RXN-15831	
RXN-13583	
RXN0-7005	
RXN0-5255	
RXN-19615	
RXN-15987	
RXN-15826	
RXN-13580	
RXN-12377	EC-2.1.1.216
RXN-12373	EC-2.1.1.213
RXN-20036	EC-4.6.1.25
RXN-19477	EC-2.7.8.7
RXN0-2144	EC-4.2.1.59
ACYLAMINOACYL-PEPTIDASE-RXN	EC-3.4.19.1
RXN-15885	EC-2.3.1
RXN-9787	EC-2.8.1.7
3.4.24.83-RXN	EC-3.4.24.83
RXN-15685	
RXN-19437	EC-3.3.2
RXN-9655	EC-4.2.1.59
3.4.22.50-RXN	EC-3.4.22.50
RXN-15479	EC-1.97.1.12
RXN-19148	EC-3.4.19.6
RXN-9558	EC-1.3.1.9
3.2.2.24-RXN	EC-3.2.2.24
RXN-15060	EC-1.14.15.34
RXN-18861	
RXN-9536	EC-1.1.1.100
2.7.3.9-RXN	EC-2.7.3.9
RXN-14564	
RXN-18704	EC-2.8.1
RXN-9515	EC-1.3.1.39	EC-1.3.1.10
2.7.11.15-RXN	EC-2.7.11.15
RXN-13835	
RXN-18547	EC-6.2.1.59
RXN-8132	EC-2.1.1.252
2.3.2.15-RXN	EC-2.3.2.15
RXN-18461	EC-1.3.3.6
RXN-7716	EC-1.8.1.4
UBIQUITIN--CALMODULIN-LIGASE-RXN	EC-2.3.2.n
1.8.4.8-RXN	EC-1.8.4.8
RXN-13350	
RXN-17986	EC-1.1.1.M31
RXN-21204	EC-3.4.24
RXN66-645	EC-2.3.1.85	EC-2.3.1.86
1.21.4.4-RXN	EC-1.21.4.4
RXN-13183	EC-1.3.2.3
RXN-21125	
RXN66-629	EC-2.3.1.86	EC-2.3.1.85
1.14.15.6-RXN	EC-1.14.15.6
RXN-12994	EC-1.1.1.330
RXN-17497	EC-1.14.13.223
RXN-21106	
RXN66-610	EC-2.3.1.85	EC-2.3.1.86
RXN-12576	EC-3.1.1.90
RXN-17261	EC-3.1.2.M1
RXN-21007	
RXN3O-1803	EC-2.3.1.86
RXN-12361	EC-2.3.1
RXN-17189	EC-2.3.1
RXN-20873	EC-3.4.17.24
RXN1G-883	EC-2.3.1.294
RXN-17126	EC-1.3.1.M3
RXN-20689	
RXN1G-637	EC-1.1.1.M9
RXN-11483	EC-3.1.1.85
RXN-17015	EC-2.3.1.51
RXN-20482	EC-2.3.1.39
RXN1G-488	EC-1.3.1.9
RXN-11240	EC-1.14.15.8
RXN-16914	EC-2.3.1
RXN-20464	EC-2.3.3.M3
RXN1G-4140	EC-6.2.1
RXN-16874	EC-6.3.2
RXN-20319	
RXN1G-3613	EC-2.1.1
RXN-10658	EC-2.3.1.179	EC-2.3.1.41
RXN-16739	EC-6.3.2
RXN-20288	
RXN1G-299	EC-1.3.1.118
RUBREDOXIN--NADP+-REDUCTASE-RXN	EC-1.18.1.4
RXN-16684	EC-6.3.2
RXN-20248	
RXN1G-262	EC-1.1.1.M9
PHOSICITDEHASE-RXN	EC-2.7.11.5
RXN-16622	EC-1.1.1.100
RXN-20028	EC-1.14.14.164
RXN1G-193	EC-1.3.1.118
MANNITOL-DEHYDROGENASE-CYTOCHROME-RXN	EC-1.1.2.2
RXN-16531	EC-2.3.1
RXN-19866	EC-2.3.1.M63
RXN1G-132	EC-2.3.1.293
GLYCOGENIN-GLUCOSYLTRANSFERASE-RXN	EC-2.4.1.186
RXN-16387	EC-1.14.19.28
RXN-19834	
RXN0-949	EC-2.8.1.8
FAD-RED-RXN	
RXN-16231	EC-1.14.19.32
RXN-19497	
RXN0-6705	EC-2.3.1.51
CYTD-RED-RXN	
RXN-15991	EC-4.4.1.29
CITC-RXN	EC-6.2.1.22
RXN-15988	EC-4.4.1.31
RXN0-20	EC-2.5.1.145
ACETYLSYNCLTH-RXN	EC-2.3.1.169
RXN-15832	
RXN-9730	EC-4.1.1.87
3.4.22.63-RXN	EC-3.4.22.63
RXN-15682	EC-3.4.13.19
RXN-9652	EC-2.3.1.41
3.4.21.120-RXN	EC-3.4.21.120
RXN-15349	EC-1.8.5.6
RXN-19080	
RXN-9555	EC-3.1.2.14
3.1.3.47-RXN	EC-3.1.3.47
RXN-15025	EC-2.3.1.286
RXN-18809	
RXN-9533	EC-4.2.1.59
2.7.12.1-RXN	EC-2.7.11.11
RXN-14395	EC-1.3.2
RXN-18690	
RXN-9101	EC-2.7.7.66
2.7.1.109-RXN	EC-2.7.11.31
RXN-13759	EC-2.7.4.28
RXN-18544	
RXN-8126	EC-2.1.1.251
2.3.1.41-RXN	EC-2.3.1.41
RXN-13367	EC-1.1.1
RXN-18455	EC-2.7.7.M15
RXN-7101	
THIOSULFATE-DEHYDROGENASE-RXN	EC-1.8.2.2
1.8.4.13-RXN	EC-1.8.4.13
RXN-13268	EC-6.2.1.20
RXN-17983	EC-5.5.1
RXN-21151	
RXN66-642	EC-2.3.1.85	EC-2.3.1.86
1.2.7.8-RXN	EC-1.2.7.8
RXN-13041	EC-1.14.15.1
RXN-17836	EC-3.1.2
RXN-21121	
RXN66-626	EC-2.3.1.85	EC-2.3.1.86
1.1.2.5-RXN	EC-1.1.2.5
RXN-12971	EC-1.3.1.93
RXN-17486	EC-1.3.7.13
RXN-21082	EC-1.1.99.M7
RXN66-598	EC-1.14.14.1
RXN-17246	EC-2.3.1.292
RXN-20973	EC-1.14.14.M46
RXN1YI0-15	EC-1.1.3
RXN-17171	EC-2.3.1
RXN-20860	
RXN1G-840	EC-2.3.1.293
RXN-17060	
RXN-20500	EC-4.2.1.M29
RXN1G-607	EC-1.3.1.118
RXN-11480	EC-1.1.1.100
RXN-17012	EC-2.3.1.51
RXN-20477	
RXN1G-469	EC-1.1.1.100
RXN-11199	
RXN-16908	EC-1.2.98
RXN-20453	EC-2.3.1
RXN1G-3993	EC-6.2.1
RXN-16837	EC-1.6.1.4
RXN-20316	EC-2.4.1
RXN1G-349	EC-1.1.1.100
RXN-10655	EC-1.1.1.100
RXN-16725	
RXN-20282	EC-1.14.15.M14
RXN1G-295	EC-2.3.1
RIBONUCLEOSIDE-TRIP-REDUCT-RXN	EC-1.1.98.6
RXN-16675	EC-6.3.2
RXN-20236	
RXN1G-2544	EC-2.1.1.79
OHBENZCOARED-RXN	EC-1.1.7.a
RXN-16619	EC-4.2.1.59
RXN-20018	
RXN1G-182	EC-1.1.1.M9
LYSINEARGININE-CARBOXYPEPTIDASE-RXN	EC-3.4.17.3
RXN-16470	
RXN-19863	EC-1.14.15.M8
RXN1G-1247	EC-1.1.1.M9
GLY-X-CARBOXYPEPTIDASE-RXN	EC-3.4.17.4
RXN-16326	
RXN-19808	
RXN0-747	EC-1.17.4.1
RXN-16180	EC-2.3.1
RXN0-6435	EC-6.2.1
CDPREDUCT-RXN	EC-1.17.4.1
RXN-15918	EC-6.3.2
RXN0-1138	
6.3.2.25-RXN	EC-6.3.2.25
RXN-15811	EC-6.3.2
RXN-9678	
3.4.22.60-RXN	EC-3.4.22.60
RXN-15679	EC-1.14.14
RXN-19364	
RXN-9648	EC-2.3.1.41
3.4.21.114-RXN	EC-3.4.21.114
RXN-15340	EC-2.1.1
RXN-19073	EC-3.1.2
RXN-9552	EC-1.1.1.100
3.1.2.22-RXN	EC-3.1.2.22
RXN-14957	EC-2.8.1.8
RXN-18805	EC-2.3.1
RXN-9530	EC-1.3.1.39	EC-1.3.1.10
2.7.11.7-RXN	EC-2.7.11.7
RXN-14387	
RXN-18666	EC-6.2.1
RXN-8655	
2.4.2.33-RXN	EC-2.4.2.33
RXN-13756	EC-2.7.4.27
RXN-18541	EC-6.2.1.57
RXN-8102	EC-2.1.1.250
2.3.1.179-RXN	EC-2.3.1.179
RXN-13361	EC-1.1.1
RXN-18343	
RXN-5061	EC-1.5.7.1
THIAZOLSYN2-RXN	EC-2.8.1.10
1.7.7.2-RXN	EC-1.7.7.2
RXN-13264	EC-6.2.1.47
RXN66-639	EC-2.3.1.85	EC-2.3.1.86
1.2.7.5-RXN	EC-1.2.7.5
RXN-13036	EC-2.3.1.204
RXN-17804	EC-1.8.5.M1
RXN66-623	EC-2.3.1.85	EC-2.3.1.86
RXN-12908	EC-2.1.1.245
RXN-17362	EC-3.4.23.36
RXN-21063	EC-2.1.1.M73
RXN66-595	EC-1.14.14.1
RXN-12549	
RXN-17222	EC-2.3.1.292
RXN-20962	EC-1.14.14.M47
RXN1G01-42	EC-1.1.2.8
RXN-12130	EC-1.7.2.4
RXN-17159	EC-6.3.2
RXN-20853	EC-1.14.14.M43
RXN1G-79	EC-2.3.1.294
RXN-11797	EC-2.4.1
RXN-17026	
RXN-20497	EC-2.3.1.M81
RXN1G-574	EC-2.3.1
RXN-11477	EC-4.2.1.59
RXN-16960	EC-6.3.2
RXN-20474	EC-2.3.1
RXN1G-460	EC-2.3.1.179	EC-2.3.1.41
RXN-11189	EC-1.20.4.3
RXN-16905	
RXN-20450	EC-2.1.4
RXN1G-384	EC-1.1.1.M9
RXN-16834	EC-1.3.1.109
RXN-20309	EC-6.2.1.al
RXN1G-334	EC-2.3.1.294
RXN-10062	EC-1.3.1.9
RXN-16715	EC-2.3.1
R541-RXN	EC-1.14.15.1
RXN-16632	EC-1.3.1.9
RXN-20204	EC-2.3.1
RXN1G-248	EC-1.3.1.118
NITRITE-REDUCTASE-CYTOCHROME-RXN	EC-1.7.2.1
RXN-16615	EC-2.3.1.179	EC-2.3.1.41
RXN-19950	EC-1.8.5.9
RXN1G-171	EC-1.3.1.118
L-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN	EC-1.1.2.3
RXN-16467	EC-1.14.19.40
RXN-19858	EC-1.14.13.M69
RXN1G-1117	EC-1.3.1.118
GCVT-RXN	EC-2.1.2.10
RXN-16317	EC-2.7.12.2
RXN0-7312	
EICOMP-RXN	EC-5.6.1.9
RXN-16035	EC-1.14.19.27
RXN-19488	EC-3.3.2
RXN0-5514	EC-2.3.1.51
BIOTINLIG-RXN	EC-6.3.4.15
RXN-15898	EC-6.3.2
RXN0-1132	EC-1.8.1.4
4.2.1.61-RXN	EC-4.2.1.59
RXN-15783	EC-2.3.1
RXN-19446	
RXN-9663	EC-1.3.1.9
3.4.22.57-RXN	EC-3.4.22.57
RXN-15642	EC-6.3.3
RXN-19348	
RXN-9633	EC-1.1.1.100
3.4.21.108-RXN	EC-3.4.21.108
RXN-15282	EC-3.1.2
RXN-19065	EC-6.2.1.53
RXN-9549	EC-3.1.2.14
3-OXOACYL-ACP-SYNTH-RXN	EC-2.3.1.179	EC-2.3.1.41
RXN-14950	EC-2.8.1.8
RXN-9526	EC-1.3.1.39	EC-1.3.1.10
2.7.11.30-RXN	EC-2.7.11.30
RXN-14381	
RXN-18616	EC-1.14.14.50
RXN-8391	EC-2.3.1.179
2.4.1.144-RXN	EC-2.4.1.144
RXN-13623	EC-6.2.1.47
RXN-18538	
RXN-8099	EC-2.1.1.247
2.3.1.128-RXN	EC-2.3.1.266
RXN-13358	EC-1.1.1
RXN-18233	EC-1.14.15.18
RXN-21268	EC-4.4.1.o
SULFITE-REDUCTASE-FERREDOXIN-RXN	EC-1.8.7.1
1.5.8.2-RXN	EC-1.5.8.2
RXN-13259	EC-2.3.1
RXN-17865	EC-2.3.1.257
RXN-21145	EC-6.2.1.ag
RXN66-636	EC-2.3.1.85	EC-2.3.1.86
1.2.2.4-RXN	EC-1.2.2.4
RXN-13011	EC-3.1.2.14
RXN-21115	
RXN66-620	EC-2.3.1.85	EC-2.3.1.86
RXN-17312	EC-3.1.2.M3
RXN-21057	EC-2.1.1.hh
RXN66-587	EC-1.14.14.82
RXN-12528	EC-2.3.2
RXN-17210	
RXN-20955	EC-1.14.14
RXN1G-962	EC-1.3.1.118
RXN-12076	
RXN-17148	EC-3.1.2
RXN-20789	EC-2.3.1.129
RXN1G-717	EC-1.1.1.M9
RXN-11726	EC-1.3.1.86
RXN-17022	EC-2.3.1.51
RXN-20493	
RXN1G-536	EC-2.3.1
RXN-11361	EC-2.7.7.80
RXN-16942	EC-2.3.1
RXN-20471	EC-2.1.1
RXN1G-440	EC-4.2.1.M2
RXN-11148	EC-3.4.22.71
RXN-16900	EC-2.3.1
RXN-20329	EC-6.2.1.al
RXN1G-37	EC-1.3.1.118
RXN-16805	EC-1.7.2
RXN-20306	
RXN1G-3232	EC-2.1.1
RXN-10059	EC-2.3.1.41
RXN-16705	EC-3.4.24.89
RXN-20272	
PYFLAVOXRE-RXN	EC-1.2.7.1
RXN-16629	EC-2.3.1.179	EC-2.3.1.41
RXN-20190	EC-1.18.6.1
RXN1G-220	EC-4.2.1.M2
NADPH--CYTOCHROME-C2-REDUCTASE-RXN	EC-1.6.2.5
RXN-16584	EC-6.2.1
RXN-19892	EC-5.6.1.9
RXN1G-1530	EC-1.1
IRON--CYTOCHROME-C-REDUCTASE-RXN	EC-1.9.98.1
RXN-16463	EC-6.2.1.47
RXN-19852	EC-4.1.1.M16
RXN1G-1057	EC-1.3.1.118
GALACTONOLACTONE-DEHYDROGENASE-RXN	EC-1.3.2.3
RXN-16299	EC-1.14.13
RXN-19618	EC-1.7.2.3
RXN0-7297	EC-3.6.1
DEPHOSPHO-REDUCTASE-KINASE-KINASE-RXN	EC-2.7.11.3
RXN-15998	EC-4.4.1.29
RXN-19484	
RXN0-5419	
RXN0-5055	EC-2.1.3.15
ALKANE-1-MONOOXYGENASE-RXN	EC-1.14.15.3
RXN-15894	EC-2.3.1
RXN-19460	EC-2.3.1
RXN-9920	EC-3.1.3
3.6.3.43-RXN	EC-7.4.2.m
RXN-15690	EC-3.1.2.31
RXN-9660	EC-1.3.1.9
3.4.22.54-RXN	EC-3.4.22.54
RXN-15512	
RXN-19342	
RXN-9602	
3.4.14.12-RXN	EC-3.4.14.12
RXN-15267	EC-6.3.2.42
RXN-18870	
RXN-9540	EC-1.1.1.100
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	EC-4.2.1.59
RXN-14666	
RXN-18778	EC-1.14.19.53
RXN-9521	EC-1.3.1.39	EC-1.3.1.10
2.7.11.20-RXN	EC-2.7.11.20
RXN-14040	EC-1.18.1.7
RXN-18605	EC-1.7.2.2
RXN-8388	EC-1.14.19.26
2.4.1.134-RXN	EC-2.4.1.134
RXN-13588	EC-2.1.1.259
RXN-18472	EC-4.2.1.M1
RXN-8095	EC-2.1.1.90
UDPREDUCT-RXN	EC-1.17.4.1
2.1.1.135-RXN	EC-1.16.1.8
RXN-13354	
RXN-18012	
RXN-21263	EC-1.17.4.2
STEROID-11-BETA-MONOOXYGENASE-RXN	EC-1.14.15.4
1.3.7.5-RXN	EC-1.3.7.5
RXN-13216	EC-1.14.14.13
RXN-17862	EC-2.3.1.255
RXN-21129	
RXN66-633	EC-2.3.1.86	EC-2.3.1.85
1.17.4.2-RXN	EC-1.17.4.2
RXN-13008	EC-1.1.1.100
RXN-17709	
RXN-21111	
RXN66-617	EC-2.3.1.86	EC-2.3.1.85
RXN-12621	
RXN-17272	EC-2.3.1.292
RXN-21029	EC-2.1.1.137
RXN3O-9780	EC-2.3.1
RXN-12473	EC-2.8.1.11
RXN-17194	EC-3.1.2
RXN-20910	EC-1.14.14.M44
RXN1G-915	EC-1.3.1.118
RXN-12005	EC-2.7.1.171
RXN-17133	EC-3.9.1.3
RXN-20779	EC-1.14.19.M26
RXN1G-674	EC-5.3.3.14
RXN-11700	EC-3.4.24.80
RXN-17019	EC-2.3.1.51
RXN-20488	
RXN1G-517	EC-4.2.1.59
RXN-11332	EC-1.1.2.7
RXN-16921	EC-2.3.1
RXN-20468	EC-2.3.1
RXN1G-420	EC-4.2.1.M1
RXN-11136	EC-3.4.25.2
RXN-16878	EC-3.1.2
RXN-20326	
RXN1G-3660	EC-2.1.1
RXN-10664	EC-1.14.19.1
RXN-16759	EC-2.7.8.7
RXN-20292	EC-1.14.15
RXN1G-309	EC-4.2.1.M1
RXN-10024	EC-2.3.1.184
RXN-16698	EC-2.3.1
RXN-20269	EC-2.3.1
RXN1G-279	EC-4.2.1.M1
PROTEIN-KINASE-RXN	EC-2.7.12.1	EC-2.7.11.12	EC-2.7.11.17	EC-2.7.11.1	EC-2.7.11.13	EC-2.7.11.22	EC-2.7.11.21
RXN-16626	EC-1.1.1.100
RXN-20052	
RXN1G-210	EC-1.3.1.118
METHYLVALERATE-RXN	EC-1.2.4.4
RXN-16573	EC-2.4.99.21
RXN-19873	EC-6.3.2.M13
RXN1G-1527	EC-1.1
HOLO-ACP-SYNTH-RXN	EC-2.7.8.7
RXN-19849	EC-2.3.1.M61
RXN1G-1015	EC-2.3.1.294
FMN-OX-RXN	
RXN-16287	EC-3.4.14.13
RXN-19502	EC-2.3.1
RXN0-723	EC-1.1.98.6
CYTOCHROME-C3-HYDROGENASE-RXN	EC-1.12.2.1
RXN-15995	EC-4.4.1.29
RXN-19481	EC-6.2.1.ag
RXN-19478	
RXN0-2145	EC-1.3.1.9
ACYLGPEACYLTRANS-RXN	EC-2.3.1.40
RXN-9788	EC-2.8.1
3.4.24.86-RXN	EC-3.4.24.86
RXN-15686	EC-2.1.1
RXN-19439	
RXN-9657	EC-1.3.1.9
3.4.22.51-RXN	EC-3.4.22.51
RXN-15509	
RXN-19149	EC-3.4.19.6
RXN-9590	EC-2.3.1.274
3.4.11.1-RXN	EC-3.4.11.9	EC-3.4.11.1
RXN-15062	EC-1.14.15
RXN-18867	
RXN-9537	EC-4.2.1.59
2.7.7.61-RXN	EC-2.7.7.61
RXN-14565	
RXN-18705	EC-2.8.1
RXN-9516	EC-2.3.1.179	EC-2.3.1.41
2.7.11.16-RXN	EC-2.7.11.16
RXN-13836	
RXN-18578	
RXN-8133	EC-2.1.1.253
2.4.1.109-RXN	EC-2.4.1.109
RXN-18468	EC-1.3.1.118
RXN-7719	EC-1.8.1.4
UBIQUITIN--PROTEIN-LIGASE-RXN	EC-6.2.1.45
2-OXOBUTYRATE-SYNTHASE-RXN	EC-1.2.7.7
RXN-13351	
RXN-17987	EC-4.2.1.M9
RXN-21210	
RXN66-646	EC-2.3.1.85	EC-2.3.1.86
1.3.7.2-RXN	EC-1.3.7.2
RXN-13213	EC-6.2.1.39
RXN-17859	EC-2.3.1.255
RXN-21126	
RXN66-630	EC-2.3.1.85	EC-2.3.1.86
1.14.18.2-RXN	EC-1.14.18.2
RXN-12997	EC-1.3.1.93
RXN-21107	
RXN66-613	EC-2.3.1.86	EC-2.3.1.85
RXN-12578	
RXN-17263	EC-3.1.2.M1
RXN-21008	
RXN3O-5293	EC-2.3.1.86
RXN-12365	EC-1.18.1.3
RXN-17191	EC-2.3.1
RXN-20874	EC-3.4.17.24
RXN1G-884	EC-4.2.1.M2
RXN-11955	
RXN-17127	EC-6.3.1.20
RXN-20761	EC-7.4.2.5
RXN1G-645	EC-4.2.1.M2
RXN-11688	EC-3.4.24.79
RXN-17016	EC-2.3.1.15
RXN-20485	EC-2.3.1
RXN1G-499	EC-2.3.1.41
RXN-11242	EC-2.4.2.42
RXN-16915	EC-1.1.1
RXN-20465	EC-4.2.1.M29
RXN1G-4141	EC-6.2.1
RXN-11120	
RXN-16875	
RXN-20320	
RXN1G-363	EC-4.2.1.59
RXN-10659	EC-1.1.1.100
RXN-16756	EC-1.2.1.95
RXN-20289	EC-1.14.13.M73
RXN1G-30	EC-5.3.3.14
RXN-10020	EC-2.3.1.184
RXN-16686	EC-6.3.2
RXN-20258	EC-2.3.1.M73
RXN1G-266	EC-4.2.1.M1
PHOSPHORYLASE-PHOSPHATASE-RXN	EC-3.1.3.17
RXN-16623	EC-4.2.1.59
RXN-20037	EC-2.8.1.7
RXN1G-196	EC-1.3.1.118
MBCOA-DHLIPOAMIDE-RXN	EC-2.3.1.168
RXN-16532	EC-2.3.1
RXN-19867	EC-1.14.15.M8
RXN1G-1325	EC-1.3.1.118
GSADENYLATION-RXN	EC-2.7.7.42
RXN-16388	EC-1.14.19.27
RXN-19846	EC-2.3.1.293
RXN1F-357	EC-1.14.15.7
FERREDOXIN--NAD+-REDUCTASE-RXN	EC-1.18.1.3
RXN-16277	EC-2.3.2.28
RXN-19499	
RXN0-7169	
CYTOCHROME-B5-REDUCTASE-RXN	EC-1.6.2.2
RXN-15992	EC-4.4.1.30
RXN-15989	EC-1.3.7
RXN0-2141	EC-2.3.1.179	EC-2.3.1.41
ACP-S-ACETYLTRANSFER-RXN	EC-2.3.1.38
RXN-15838	EC-1.7.2.1
RXN-9776	EC-6.2.1.35
3.4.22.65-RXN	EC-3.4.22.65
RXN-15683	EC-4.4.1
RXN-9653	EC-2.3.1.41
3.4.22.17-RXN	EC-3.4.22.52
RXN-15396	EC-6.2.1
RXN-19084	
RXN-9556	EC-1.1.1.100
3.1.3.52-RXN	EC-3.1.3.52
RXN-15038	EC-1.5.7.2
RXN-18858	
RXN-9534	EC-1.3.1.39	EC-1.3.1.10
2.7.12.2-RXN	EC-2.7.12.2
RXN-14474	EC-1.2.7.11
RXN-18700	EC-2.7.7
RXN-9292	EC-1.3.7.6
2.7.11.10-RXN	EC-2.7.11.10
RXN-13833	
RXN-18545	EC-6.2.1.59
RXN-8128	EC-2.1.1.251
2.3.1.49-RXN	EC-2.3.1.49
RXN-13368	EC-5.3.3
RXN-18456	EC-2.8.1.M3
RXN-7566	EC-1.21.4.2
TRANS-RXN-276	EC-7.2.1.2
1.8.4.14-RXN	EC-1.8.4.14
RXN-13325	EC-1.14.15.10
RXN-17984	EC-4.2.1.M10
RXN-21194	
RXN66-643	EC-3.1.2.14
1.20.98.1-RXN	EC-1.20.9.1
RXN-13064	EC-1.14.14.1
RXN-21123	
RXN66-627	EC-2.3.1.85	EC-2.3.1.86
1.10.2.1-RXN	EC-1.10.2.1
RXN-12973	EC-3.1.2.14
RXN-17491	EC-1.3.7.13
RXN-21099	EC-6.2.1
RXN66-599	EC-1.14.14.1
RXN-17250	EC-3.1.2.M1
RXN-20975	EC-1.14.14.M46
RXN1YI0-22	EC-7.1.1.9
RXN-12291	
RXN-17172	EC-6.3.2
RXN-20862	
RXN1G-853	EC-1.1.1.M9
RXN-11942	EC-2.8.1
RXN-20501	EC-3.2.1.M21
RXN1G-613	EC-1.1.1.M9
RXN-11481	EC-4.2.1.59
RXN-17013	EC-2.3.1.51
RXN-20480	EC-4.1.1.M15
RXN1G-471	EC-1.3.1.118
RXN-11200	EC-3.4.11
RXN-16911	EC-2.3.1
RXN-20460	
RXN1G-408	EC-1.1.1.M9
RXN-16855	EC-2.3.1
RXN-20317	
RXN1G-355	EC-4.2.1.M1
RXN-10656	EC-4.2.1.59
RXN-16726	EC-6.2.1.ad
RXN-20286	EC-2.3.1.M74
RXN1G-296	EC-2.3.1
RNA-POLYMERASE-SUBUNIT-KINASE-RXN	EC-2.7.11.23
RXN-16682	EC-6.3.2
RXN-20245	EC-1.14.19
RXN1G-26	EC-2.3.1.293
PALMITOTRANS-RXN	EC-2.3.1.242
RXN-16620	EC-1.3.1.9
RXN-20019	
RXN1G-184	EC-1.1.1.M9
MALONYL-ACPDECARBOX-RXN	EC-4.1.1.M15
RXN-16499	EC-6.1
RXN-19864	EC-3.1.2.M5
RXN1G-127	EC-4.2.1.M1
GLYCINE-DEHYDROGENASE-CYTOCHROME-RXN	EC-1.4.2.1
RXN-16381	
RXN-19809	
RXN0-748	EC-1.17.4.1
ETFCLOS-RXN	EC-1.5.1.M1
RXN-16181	EC-6.3.2
RXN-19495	EC-2.3.1
RXN0-6442	
CITRYLY-RXN	EC-4.1.3.34
CHEBDEAMID-RXN	EC-3.5.1.44
RXN0-1141	EC-6.3.1.20
6.3.4.10-RXN	EC-6.3.4.10
RXN-15816	EC-7.1.1.8
RXN-9728	EC-2.3.1
3.4.22.61-RXN	EC-3.4.22.61
RXN-15680	EC-2.5.1.18
RXN-19365	
RXN-9650	EC-2.3.1.41
3.4.21.117-RXN	EC-3.4.21.117
RXN-15342	EC-2.1.1
RXN-19077	EC-3.1.2
RXN-9553	EC-4.2.1
3.1.3.16-RXN	EC-3.1.3.16
RXN-14958	EC-2.3.1
RXN-18807	EC-2.3.1
RXN-9531	EC-2.3.1.179	EC-2.3.1.41
2.7.11.8-RXN	EC-2.7.11.8
RXN-14390	
RXN-18678	
RXN-8668	EC-1.8.4.11
2.4.2.37-RXN	EC-2.4.2.37
RXN-13757	EC-2.7.11.32
RXN-18542	EC-6.2.1.57
RXN-8103	EC-2.1.1.247
2.3.1.180-RXN	EC-2.3.1.180
RXN-13362	
RXN-18344	
RXN-5741	EC-6.2.1.47
THIOREDOXIN-REDUCT-NADPH-RXN	EC-1.8.1.9
1.8.1.4-RXN	EC-1.8.1.4
RXN-13266	EC-6.2.1.20
RXN-17943	EC-4.2.1.M8
RXN66-640	EC-2.3.1.85	EC-2.3.1.86
1.2.7.6-RXN	EC-1.2.7.6
RXN-13037	EC-2.3.1.181
RXN-17823	EC-2.1.1.M37
RXN-21119	
RXN66-624	EC-2.3.1.85	EC-2.3.1.86
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN	EC-2.3.1.51
RXN-12968	EC-1.1.1.330
RXN-17363	EC-2.3.1.269
RXN-21068	EC-3.4.22.M1
RXN66-596	EC-1.14.14.1
RXN-12550	EC-3.1.1.64
RXN-17224	EC-2.3.1.292
RXN-20969	EC-1.14.14.M45
RXN1UA-47	EC-2.3.1.277
RXN-12215	EC-1.12.1.4
RXN-17167	EC-1.14.19.11
RXN-20856	
RXN1G-818	EC-2.3.1.294
RXN-1181	
RXN-17027	
RXN-20498	EC-2.3.1.39
RXN1G-580	EC-2.3.1.294
RXN-11478	EC-1.3.1.9
RXN-20475	EC-2.3.1
RXN1G-464	EC-4.2.1.M1
RXN-11195	EC-1.6.2.2
RXN-16906	EC-6.2.1.ae
RXN-20451	EC-2.3.1
RXN1G-395	EC-1.3.1.9
RXN-16835	EC-1.17.1.11
RXN-20314	EC-1.14.15.M17
RXN1G-337	EC-1.3.1.118
RXN-10462	EC-2.3.1.15
RXN-16723	EC-6.2.1
RIBONUCLEOSIDE-DIP-REDUCTI-RXN	EC-1.17.4.1
RXN-16636	EC-6.3.2
RXN-20207	EC-6.2.1.M32
RXN1G-252	EC-1.1.1.M9
NITROGENASE-FLAVODOXIN-RXN	EC-1.19.6.1
RXN-16616	EC-1.1.1.100
RXN-19952	
RXN1G-172	EC-2.3.1.294
LAUROYLACYLTRAN-RXN	EC-2.3.1.241
RXN-16468	EC-6.2.1.47
RXN-19859	EC-1.13.12.M4
RXN1G-1130	EC-1.3.1.118
GDPREDUCT-RXN	EC-1.17.4.1
RXN-16318	
RXN0-745	EC-1.1.98.6
ENOYL-ACP-REDUCT-NADH-RXN	EC-1.3.1.9
RXN-16104	EC-1.14.13
RXN-19489	
BUTYRYL-COA-DEHYDROGENASE-RXN	EC-1.3.8.1
RXN-15915	
RXN0-1133	EC-2.3.1.12
6-HYDROXYNICOTINATE-REDUCTASE-RXN	EC-1.3.7.1
RXN-15784	EC-4.2.1
